Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	65.884	66.973	500	1800	20220504_060043	SVM	0.293	crestedargus
2	Spectrogram 1	1	69.001	80.401	500	1800	20220504_060043	SVM	0.285	crestedargus
3	Spectrogram 1	1	90.494	91.924	500	1800	20220504_060043	SVM	0.184	crestedargus
4	Spectrogram 1	1	95.145	100.697	500	1800	20220504_060043	SVM	0.25	crestedargus
5	Spectrogram 1	1	113.584	116.258	500	1800	20220504_060043	SVM	0.2525	crestedargus
6	Spectrogram 1	1	121.098	122.288	500	1800	20220504_060043	SVM	0.281	crestedargus
7	Spectrogram 1	1	154.111	155.729	500	1800	20220504_060043	SVM	0.224	crestedargus
8	Spectrogram 1	1	172.212	174.614	500	1800	20220504_060043	SVM	0.282	crestedargus
9	Spectrogram 1	1	188.502	189.765	500	1800	20220504_060043	SVM	0.274	crestedargus
10	Spectrogram 1	1	199.659	201.107	500	1800	20220504_060043	SVM	0.206	crestedargus
11	Spectrogram 1	1	252.609	255.918	500	1800	20220504_060043	SVM	0.258	crestedargus
12	Spectrogram 1	1	271.316	273.336	500	1800	20220504_060043	SVM	0.337	crestedargus
13	Spectrogram 1	1	275.553	278.071	500	1800	20220504_060043	SVM	0.2265	crestedargus
14	Spectrogram 1	1	289.638	291.006	500	1800	20220504_060043	SVM	0.238	crestedargus
15	Spectrogram 1	1	292.395	293.607	500	1800	20220504_060043	SVM	0.278	crestedargus
16	Spectrogram 1	1	296.698	297.867	500	1800	20220504_060043	SVM	0.243	crestedargus
17	Spectrogram 1	1	311.472	316.182	500	1800	20220504_060043	SVM	0.246	crestedargus
18	Spectrogram 1	1	320.242	322.52	500	1800	20220504_060043	SVM	0.2915	crestedargus
19	Spectrogram 1	1	333.717	334.805	500	1800	20220504_060043	SVM	0.276	crestedargus
20	Spectrogram 1	1	343.509	345.418	500	1800	20220504_060043	SVM	0.256	crestedargus
21	Spectrogram 1	1	355.17	356.538	500	1800	20220504_060043	SVM	0.23	crestedargus
22	Spectrogram 1	1	358.352	359.553	500	1800	20220504_060043	SVM	0.254	crestedargus
23	Spectrogram 1	1	368.805	370.224	500	1800	20220504_060043	SVM	0.232	crestedargus
24	Spectrogram 1	1	372.39	373.721	500	1800	20220504_060043	SVM	0.266	crestedargus
25	Spectrogram 1	1	379.381	380.818	500	1800	20220504_060043	SVM	0.237	crestedargus
26	Spectrogram 1	1	388.557	390.694	500	1800	20220504_060043	SVM	0.154	crestedargus
27	Spectrogram 1	1	393.313	394.409	500	1800	20220504_060043	SVM	0.231	crestedargus
28	Spectrogram 1	1	402.028	405.555	500	1800	20220504_060043	SVM	0.242	crestedargus
29	Spectrogram 1	1	424.744	426.087	500	1800	20220504_060043	SVM	0.28	crestedargus
30	Spectrogram 1	1	437.417	438.51	500	1800	20220504_060043	SVM	0.26	crestedargus
31	Spectrogram 1	1	447.845	451.495	500	1800	20220504_060043	SVM	0.2085	crestedargus
32	Spectrogram 1	1	547.145	548.723	500	1800	20220504_060043	SVM	0.302	crestedargus
33	Spectrogram 1	1	577.357	578.732	500	1800	20220504_060043	SVM	0.273	crestedargus
34	Spectrogram 1	1	606.861	610.747	500	1800	20220504_060043	SVM	0.1425	crestedargus
35	Spectrogram 1	1	612.361	613.446	500	1800	20220504_060043	SVM	0.205	crestedargus
36	Spectrogram 1	1	679.813	681.943	500	1800	20220504_060043	SVM	0.183	crestedargus
37	Spectrogram 1	1	701.687	702.728	500	1800	20220504_060043	SVM	0.276	crestedargus
38	Spectrogram 1	1	713.178	714.411	500	1800	20220504_060043	SVM	0.196	crestedargus
39	Spectrogram 1	1	717.495	718.62	500	1800	20220504_060043	SVM	0.213	crestedargus
40	Spectrogram 1	1	785.538	786.608	500	1800	20220504_060043	SVM	0.218	crestedargus
41	Spectrogram 1	1	795.443	796.622	500	1800	20220504_060043	SVM	0.269	crestedargus
42	Spectrogram 1	1	812.949	814.037	500	1800	20220504_060043	SVM	0.282	crestedargus
43	Spectrogram 1	1	823.917	824.991	500	1800	20220504_060043	SVM	0.258	crestedargus
44	Spectrogram 1	1	827.433	829.559	500	1800	20220504_060043	SVM	0.107	crestedargus
45	Spectrogram 1	1	832.784	833.927	500	1800	20220504_060043	SVM	0.27	crestedargus
46	Spectrogram 1	1	848.324	849.441	500	1800	20220504_060043	SVM	0.248	crestedargus
