Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	10.87	12.02	500	1800	20220504_070037	SVM	0.196	crestedargus
2	Spectrogram 1	1	16.679	17.687	500	1800	20220504_070037	SVM	0.227	crestedargus
3	Spectrogram 1	1	49.572	50.584	500	1800	20220504_070037	SVM	0.207	crestedargus
4	Spectrogram 1	1	85.433	86.812	500	1800	20220504_070037	SVM	0.159	crestedargus
5	Spectrogram 1	1	112.655	116.145	500	1800	20220504_070037	SVM	0.1815	crestedargus
6	Spectrogram 1	1	125.212	126.275	500	1800	20220504_070037	SVM	0.23	crestedargus
7	Spectrogram 1	1	135.589	136.612	500	1800	20220504_070037	SVM	0.231	crestedargus
8	Spectrogram 1	1	139.217	142.123	500	1800	20220504_070037	SVM	0.1865	crestedargus
9	Spectrogram 1	1	182.324	183.361	500	1800	20220504_070037	SVM	0.199	crestedargus
10	Spectrogram 1	1	195.882	197.384	500	1800	20220504_070037	SVM	0.19	crestedargus
11	Spectrogram 1	1	201.76	202.852	500	1800	20220504_070037	SVM	0.216	crestedargus
12	Spectrogram 1	1	277.124	278.184	500	1800	20220504_070037	SVM	0.22	crestedargus
13	Spectrogram 1	1	334.9	336.772	500	1800	20220504_070037	SVM	0.059	crestedargus
14	Spectrogram 1	1	417.031	418.373	500	1800	20220504_070037	SVM	0.242	crestedargus
15	Spectrogram 1	1	444.895	446.143	500	1800	20220504_070037	SVM	0.197	crestedargus
16	Spectrogram 1	1	493.106	494.746	500	1800	20220504_070037	SVM	0.17	crestedargus
17	Spectrogram 1	1	505.428	507.318	500	1800	20220504_070037	SVM	0.113	crestedargus
18	Spectrogram 1	1	524.153	525.18	500	1800	20220504_070037	SVM	0.212	crestedargus
19	Spectrogram 1	1	552.141	553.175	500	1800	20220504_070037	SVM	0.204	crestedargus
20	Spectrogram 1	1	556.567	558.105	500	1800	20220504_070037	SVM	0.124	crestedargus
21	Spectrogram 1	1	623.761	624.784	500	1800	20220504_070037	SVM	0.249	crestedargus
22	Spectrogram 1	1	767.216	768.729	500	1800	20220504_070037	SVM	0.178	crestedargus
23	Spectrogram 1	1	788.27	789.409	500	1800	20220504_070037	SVM	0.197	crestedargus
24	Spectrogram 1	1	795.345	797.112	500	1800	20220504_070037	SVM	0.12	crestedargus
