Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	108.544	110.442	500	1800	20220504_170047	SVM	0.062	crestedargus
2	Spectrogram 1	1	113.421	114.966	500	1800	20220504_170047	SVM	0.126	crestedargus
3	Spectrogram 1	1	116.657	118.282	500	1800	20220504_170047	SVM	0.053	crestedargus
4	Spectrogram 1	1	126.304	127.727	500	1800	20220504_170047	SVM	0.169	crestedargus
5	Spectrogram 1	1	129.105	130.31	500	1800	20220504_170047	SVM	0.113	crestedargus
6	Spectrogram 1	1	132.371	133.387	500	1800	20220504_170047	SVM	0.162	crestedargus
7	Spectrogram 1	1	138.201	140.614	500	1800	20220504_170047	SVM	0.091	crestedargus
8	Spectrogram 1	1	146.19	147.409	500	1800	20220504_170047	SVM	0.182	crestedargus
9	Spectrogram 1	1	160.808	161.886	500	1800	20220504_170047	SVM	0.233	crestedargus
10	Spectrogram 1	1	170.695	171.715	500	1800	20220504_170047	SVM	0.184	crestedargus
11	Spectrogram 1	1	210.986	212.053	500	1800	20220504_170047	SVM	0.252	crestedargus
12	Spectrogram 1	1	217.756	219.338	500	1800	20220504_170047	SVM	0.092	crestedargus
13	Spectrogram 1	1	222.215	223.22	500	1800	20220504_170047	SVM	0.201	crestedargus
14	Spectrogram 1	1	255.627	257.296	500	1800	20220504_170047	SVM	0.103	crestedargus
15	Spectrogram 1	1	259.422	260.895	500	1800	20220504_170047	SVM	0.109	crestedargus
16	Spectrogram 1	1	262.691	263.718	500	1800	20220504_170047	SVM	0.146	crestedargus
17	Spectrogram 1	1	344.525	345.61	500	1800	20220504_170047	SVM	0.207	crestedargus
18	Spectrogram 1	1	351.117	353.033	500	1800	20220504_170047	SVM	0.019	crestedargus
19	Spectrogram 1	1	371.305	372.85	500	1800	20220504_170047	SVM	0.098	crestedargus
20	Spectrogram 1	1	415.743	442.907	500	1800	20220504_170047	SVM	0.005	crestedargus
21	Spectrogram 1	1	444.38	445.788	500	1800	20220504_170047	SVM	0.024	crestedargus
22	Spectrogram 1	1	448.102	451.361	500	1800	20220504_170047	SVM	0.0925	crestedargus
23	Spectrogram 1	1	459.491	460.765	500	1800	20220504_170047	SVM	0.174	crestedargus
24	Spectrogram 1	1	464.03	465.206	500	1800	20220504_170047	SVM	0.131	crestedargus
25	Spectrogram 1	1	510.768	512.053	500	1800	20220504_170047	SVM	0.112	crestedargus
26	Spectrogram 1	1	540.458	541.902	500	1800	20220504_170047	SVM	0.124	crestedargus
27	Spectrogram 1	1	543.448	545.098	500	1800	20220504_170047	SVM	0.108	crestedargus
28	Spectrogram 1	1	577.135	579.178	500	1800	20220504_170047	SVM	0.007	crestedargus
29	Spectrogram 1	1	689.856	697.076	500	1800	20220504_170047	SVM	0.081	crestedargus
30	Spectrogram 1	1	728.086	729.417	500	1800	20220504_170047	SVM	0.101	crestedargus
31	Spectrogram 1	1	734.457	739.925	500	1800	20220504_170047	SVM	0.137	crestedargus
32	Spectrogram 1	1	742.929	744.445	500	1800	20220504_170047	SVM	0.086	crestedargus
33	Spectrogram 1	1	761.596	787.417	500	1800	20220504_170047	SVM	0.109	crestedargus
34	Spectrogram 1	1	803.352	804.397	500	1800	20220504_170047	SVM	0.173	crestedargus
35	Spectrogram 1	1	806.589	808.439	500	1800	20220504_170047	SVM	0.085	crestedargus
36	Spectrogram 1	1	816.374	819.795	500	1800	20220504_170047	SVM	0.141	crestedargus
37	Spectrogram 1	1	821.791	822.876	500	1800	20220504_170047	SVM	0.136	crestedargus
38	Spectrogram 1	1	824.432	830.763	500	1800	20220504_170047	SVM	0.1345	crestedargus
39	Spectrogram 1	1	832.008	833.336	500	1800	20220504_170047	SVM	0.166	crestedargus
40	Spectrogram 1	1	834.874	837.076	500	1800	20220504_170047	SVM	0.06	crestedargus
41	Spectrogram 1	1	839.645	841.844	500	1800	20220504_170047	SVM	0.085	crestedargus
42	Spectrogram 1	1	867.277	869.157	500	1800	20220504_170047	SVM	0.019	crestedargus
43	Spectrogram 1	1	877.081	878.238	500	1800	20220504_170047	SVM	0.113	crestedargus
44	Spectrogram 1	1	883.844	884.95	500	1800	20220504_170047	SVM	0.16	crestedargus
45	Spectrogram 1	1	890.516	891.681	500	1800	20220504_170047	SVM	0.148	crestedargus
46	Spectrogram 1	1	907.507	908.9	500	1800	20220504_170047	SVM	0.192	crestedargus
47	Spectrogram 1	1	912.205	918.547	500	1800	20220504_170047	SVM	0.073	crestedargus
48	Spectrogram 1	1	920.049	922.107	500	1800	20220504_170047	SVM	0.075	crestedargus
49	Spectrogram 1	1	923.275	933.107	500	1800	20220504_170047	SVM	0.013	crestedargus
50	Spectrogram 1	1	1064.056	1065.979	500	1800	20220504_170047	SVM	0.028	crestedargus
51	Spectrogram 1	1	1068.224	1069.647	500	1800	20220504_170047	SVM	0.089	crestedargus
52	Spectrogram 1	1	1074.178	1091.111	500	1800	20220504_170047	SVM	0.004	crestedargus
53	Spectrogram 1	1	1092.591	1095.385	500	1800	20220504_170047	SVM	0.0545	crestedargus
54	Spectrogram 1	1	1156.103	1161.324	500	1800	20220504_170047	SVM	0.1275	crestedargus
55	Spectrogram 1	1	1166.505	1170.488	500	1800	20220504_170047	SVM	0.015	crestedargus
56	Spectrogram 1	1	1194.902	1196.212	500	1800	20220504_170047	SVM	0.132	crestedargus
57	Spectrogram 1	1	1201.339	1203.059	500	1800	20220504_170047	SVM	0.05	crestedargus
58	Spectrogram 1	1	1204.604	1205.794	500	1800	20220504_170047	SVM	0.174	crestedargus
59	Spectrogram 1	1	1207.129	1208.163	500	1800	20220504_170047	SVM	0.151	crestedargus
60	Spectrogram 1	1	1213.359	1214.509	500	1800	20220504_170047	SVM	0.116	crestedargus
61	Spectrogram 1	1	1220.049	1246.346	500	1800	20220504_170047	SVM	0.033	crestedargus
62	Spectrogram 1	1	1248.298	1254.499	500	1800	20220504_170047	SVM	0.069	crestedargus
63	Spectrogram 1	1	1266.697	1267.825	500	1800	20220504_170047	SVM	0.055	crestedargus
64	Spectrogram 1	1	1272.644	1274.019	500	1800	20220504_170047	SVM	0.115	crestedargus
