Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	6.23	7.253	500	1800	20220504_200037	SVM	0.234	crestedargus
2	Spectrogram 1	1	15.554	16.849	500	1800	20220504_200037	SVM	0.22	crestedargus
3	Spectrogram 1	1	105.003	106.15	500	1800	20220504_200037	SVM	0.21	crestedargus
4	Spectrogram 1	1	162.089	163.159	500	1800	20220504_200037	SVM	0.174	crestedargus
5	Spectrogram 1	1	176.605	177.806	500	1800	20220504_200037	SVM	0.179	crestedargus
6	Spectrogram 1	1	250.134	251.27	500	1800	20220504_200037	SVM	0.212	crestedargus
7	Spectrogram 1	1	313.863	314.97	500	1800	20220504_200037	SVM	0.209	crestedargus
8	Spectrogram 1	1	329.762	330.807	500	1800	20220504_200037	SVM	0.245	crestedargus
9	Spectrogram 1	1	351.052	352.159	500	1800	20220504_200037	SVM	0.205	crestedargus
10	Spectrogram 1	1	385.875	387.066	500	1800	20220504_200037	SVM	0.218	crestedargus
11	Spectrogram 1	1	394.703	395.893	500	1800	20220504_200037	SVM	0.208	crestedargus
12	Spectrogram 1	1	435.563	436.848	500	1800	20220504_200037	SVM	0.215	crestedargus
13	Spectrogram 1	1	463.878	465.097	500	1800	20220504_200037	SVM	0.218	crestedargus
14	Spectrogram 1	1	487.468	488.934	500	1800	20220504_200037	SVM	0.187	crestedargus
15	Spectrogram 1	1	500.181	501.186	500	1800	20220504_200037	SVM	0.233	crestedargus
16	Spectrogram 1	1	504.604	505.674	500	1800	20220504_200037	SVM	0.235	crestedargus
17	Spectrogram 1	1	557.314	560.776	500	1800	20220504_200037	SVM	0.182	crestedargus
18	Spectrogram 1	1	564.625	565.663	500	1800	20220504_200037	SVM	0.211	crestedargus
19	Spectrogram 1	1	568.529	569.592	500	1800	20220504_200037	SVM	0.217	crestedargus
20	Spectrogram 1	1	623.54	624.795	500	1800	20220504_200037	SVM	0.162	crestedargus
21	Spectrogram 1	1	729.319	730.596	500	1800	20220504_200037	SVM	0.199	crestedargus
22	Spectrogram 1	1	753.28	754.47	500	1800	20220504_200037	SVM	0.198	crestedargus
23	Spectrogram 1	1	789.975	791.002	500	1800	20220504_200037	SVM	0.215	crestedargus
24	Spectrogram 1	1	957.111	958.134	500	1800	20220504_200037	SVM	0.229	crestedargus
25	Spectrogram 1	1	976.399	977.425	500	1800	20220504_200037	SVM	0.226	crestedargus
26	Spectrogram 1	1	1008.428	1009.665	500	1800	20220504_200037	SVM	0.199	crestedargus
27	Spectrogram 1	1	1029.929	1031.21	500	1800	20220504_200037	SVM	0.195	crestedargus
28	Spectrogram 1	1	1052.768	1054.024	500	1800	20220504_200037	SVM	0.204	crestedargus
29	Spectrogram 1	1	1063.098	1064.103	500	1800	20220504_200037	SVM	0.231	crestedargus
