Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	1.317	2.351	500	1800	20220504_080037	SVM	0.247	crestedargus
2	Spectrogram 1	1	4.129	10.101	500	1800	20220504_080037	SVM	0.2215	crestedargus
3	Spectrogram 1	1	13.649	15.137	500	1800	20220504_080037	SVM	0.224	crestedargus
4	Spectrogram 1	1	35.636	38.107	500	1800	20220504_080037	SVM	0.2765	crestedargus
5	Spectrogram 1	1	45.229	48.563	500	1800	20220504_080037	SVM	0.2815	crestedargus
6	Spectrogram 1	1	53.048	55.493	500	1800	20220504_080037	SVM	0.295	crestedargus
7	Spectrogram 1	1	58.414	59.466	500	1800	20220504_080037	SVM	0.278	crestedargus
8	Spectrogram 1	1	72.375	75.455	500	1800	20220504_080037	SVM	0.2585	crestedargus
9	Spectrogram 1	1	83.604	85.792	500	1800	20220504_080037	SVM	0.205	crestedargus
10	Spectrogram 1	1	87.534	88.713	500	1800	20220504_080037	SVM	0.257	crestedargus
11	Spectrogram 1	1	89.798	90.864	500	1800	20220504_080037	SVM	0.255	crestedargus
12	Spectrogram 1	1	96.949	98.092	500	1800	20220504_080037	SVM	0.28	crestedargus
13	Spectrogram 1	1	99.401	100.98	500	1800	20220504_080037	SVM	0.284	crestedargus
14	Spectrogram 1	1	102.877	104.172	500	1800	20220504_080037	SVM	0.291	crestedargus
15	Spectrogram 1	1	111.792	113.711	500	1800	20220504_080037	SVM	0.308	crestedargus
16	Spectrogram 1	1	119.041	120.064	500	1800	20220504_080037	SVM	0.283	crestedargus
17	Spectrogram 1	1	122.154	123.467	500	1800	20220504_080037	SVM	0.287	crestedargus
18	Spectrogram 1	1	175.419	176.475	500	1800	20220504_080037	SVM	0.283	crestedargus
19	Spectrogram 1	1	195.643	197.206	500	1800	20220504_080037	SVM	0.264	crestedargus
20	Spectrogram 1	1	202.881	205.678	500	1800	20220504_080037	SVM	0.2545	crestedargus
21	Spectrogram 1	1	224.777	225.971	500	1800	20220504_080037	SVM	0.243	crestedargus
22	Spectrogram 1	1	271.965	275.103	500	1800	20220504_080037	SVM	0.2545	crestedargus
23	Spectrogram 1	1	296.172	297.761	500	1800	20220504_080037	SVM	0.285	crestedargus
24	Spectrogram 1	1	348.364	350.98	500	1800	20220504_080037	SVM	0.279	crestedargus
25	Spectrogram 1	1	371.029	372.168	500	1800	20220504_080037	SVM	0.284	crestedargus
