Selection	View	Channel	Begin Path	File Duration (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	144.0	147.0	500	1800	crestedargus	crestedargus	0.4074
2	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	147.0	150.0	500	1800	crestedargus	crestedargus	0.1831
3	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	150.0	153.0	500	1800	crestedargus	crestedargus	0.1237
4	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	153.0	156.0	500	1800	crestedargus	crestedargus	0.2046
5	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2058.0	2061.0	500	1800	crestedargus	crestedargus	0.1026
6	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2166.0	2169.0	500	1800	crestedargus	crestedargus	0.1557
7	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2169.0	2172.0	500	1800	crestedargus	crestedargus	0.1443
8	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2172.0	2175.0	500	1800	crestedargus	crestedargus	0.1734
9	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2175.0	2178.0	500	1800	crestedargus	crestedargus	0.1694
10	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2178.0	2181.0	500	1800	crestedargus	crestedargus	0.1948
11	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2184.0	2187.0	500	1800	crestedargus	crestedargus	0.1872
12	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2316.0	2319.0	500	1800	crestedargus	crestedargus	0.1055
13	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2319.0	2322.0	500	1800	crestedargus	crestedargus	0.1138
14	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2322.0	2325.0	500	1800	crestedargus	crestedargus	0.1239
15	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2382.0	2385.0	500	1800	crestedargus	crestedargus	0.1091
16	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2511.0	2514.0	500	1800	crestedargus	crestedargus	0.1044
17	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2616.0	2619.0	500	1800	crestedargus	crestedargus	0.1167
18	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2691.0	2694.0	500	1800	crestedargus	crestedargus	0.1132
19	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2850.0	2853.0	500	1800	crestedargus	crestedargus	0.1102
20	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2853.0	2856.0	500	1800	crestedargus	crestedargus	0.1298
21	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2883.0	2886.0	500	1800	crestedargus	crestedargus	0.1773
22	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2901.0	2904.0	500	1800	crestedargus	crestedargus	0.1087
23	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2928.0	2931.0	500	1800	crestedargus	crestedargus	0.1159
24	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	2997.0	3000.0	500	1800	crestedargus	crestedargus	0.1346
25	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3117.0	3120.0	500	1800	crestedargus	crestedargus	0.1037
26	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3333.0	3336.0	500	1800	crestedargus	crestedargus	0.1061
27	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3474.0	3477.0	500	1800	crestedargus	crestedargus	0.1093
28	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3477.0	3480.0	500	1800	crestedargus	crestedargus	0.1240
29	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3480.0	3483.0	500	1800	crestedargus	crestedargus	0.1363
30	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3483.0	3486.0	500	1800	crestedargus	crestedargus	0.2099
31	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3486.0	3489.0	500	1800	crestedargus	crestedargus	0.1299
32	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3489.0	3492.0	500	1800	crestedargus	crestedargus	0.1305
33	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3558.0	3561.0	500	1800	crestedargus	crestedargus	0.1352
34	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3564.0	3567.0	500	1800	crestedargus	crestedargus	0.1253
35	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3567.0	3570.0	500	1800	crestedargus	crestedargus	0.1715
36	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3570.0	3573.0	500	1800	crestedargus	crestedargus	0.1019
37	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3573.0	3576.0	500	1800	crestedargus	crestedargus	0.1009
38	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3582.0	3585.0	500	1800	crestedargus	crestedargus	0.1401
39	Spectrogram 1	1	/Users/denaclink/Downloads/Data_test_Argus/ValidationWavs/20220504_080037.wav	3590	3585.0	3588.0	500	1800	crestedargus	crestedargus	0.1868
